NAM, NUM, FIX, SYS, SAT, CLK, TIM, LAT, LON, HAC, MSL, GEO, VAC, SOG, COG, ROL, PIT, YAW, RAC, PAC, YAC, OBS, MAC
"neon", 58, 3, 0, 11, 1600355162.130448073, 1600355161.000000000, 39.7944580, -105.1533281, 0., 1712.600, 1691.100, 0., 3.191000, 20.720000000, 0.00000, 0.62522, 20.71552, 20.00000, 11.34993, 5.95432, 0, 0.
"neon", 59, 3, 0, 11, 1600355163.129186013, 1600355162.000000000, 39.7944745, -105.1533196, 0., 1712.900, 1691.400, 0., 4.314000, 27.630000000, 0.00000, 0.92823, 27.62608, 20.00000, 8.59655, 4.45628, 0, 0.
"neon", 60, 3, 0, 11, 1600355164.133403146, 1600355163.000000000, 39.7944903, -105.1533053, 0., 1713.000, 1691.500, 0., 3.799000, 47.530000000, 0.00000, 2.09160, 47.52526, 20.00000, 9.97763, 5.25875, 0, 0.
"neon", 61, 3, 0, 11, 1600355165.135259388, 1600355164.000000000, 39.7944978, -105.1532945, 0., 1713.100, 1691.600, 0., 1.334000, 67.860000000, 0.00000, 4.21922, 67.85779, 20.00000, 27.58396, 14.95952, 0, 0.
"neon", 62, 3, 0, 11, 1600355166.134857374, 1600355165.000000000, 39.7944985, -105.1532911, 0., 1712.800, 1691.300, 0., 0.052000, 0., 0.00000, 4.21922, 67.85779, 20.00000, 27.58431, 15.04773, 0, 0.
"neon", 63, 3, 0, 11, 1600355167.134929942, 1600355166.000000000, 39.7944990, -105.1532943, 0., 1712.600, 1691.100, 0., 1.051000, 266.180000000, 0.00000, 1.99518, 266.18090, 20.00000, 34.00793, 18.07209, 0, 0.
"neon", 64, 3, 0, 11, 1600355168.133451632, 1600355167.000000000, 39.7944995, -105.1533093, 0., 1712.300, 1690.800, 0., 3.866000, 270.060000000, 0.00000, 0.52700, 270.05571, 20.00000, 9.23472, 4.65120, 0, 0.
"neon", 65, 3, 0, 11, 1600355169.131230572, 1600355168.000000000, 39.7945000, -105.1533456, 0., 1712.000, 1690.500, 0., 7.915000, 271.050000000, 0.00000, 0.14213, 271.04865, 20.00000, 4.59518, 2.33726, 0, 0.
"neon", 66, 3, 0, 11, 1600355170.133312091, 1600355169.000000000, 39.7945013, -105.1534051, 0., 1711.800, 1690.300, 0., 11.161000, 271.010000000, 0.00000, 0.54339, 271.01474, 20.00000, 3.30033, 1.49672, 0, 0.
"neon", 67, 3, 0, 11, 1600355171.131085410, 1600355170.000000000, 39.7945035, -105.1534801, 0., 1711.700, 1690.200, 0., 13.150000, 272.160000000, 0.00000, 0.24146, 272.16234, 20.00000, 2.79782, 1.37179, 0, 0.
"neon", 68, 3, 0, 11, 1600355172.134607582, 1600355171.000000000, 39.7945075, -105.1535650, 0., 1711.600, 1690.100, 0., 14.535000, 273.880000000, 0.00000, 0.43464, 273.88496, 20.00000, 2.50049, 1.21300, 0, 0.
"neon", 69, 3, 0, 11, 1600355173.131108081, 1600355172.000000000, 39.7945151, -105.1536556, 0., 1711.400, 1689.900, 0., 15.501000, 277.830000000, 0.00000, 0.64190, 277.83187, 20.00000, 2.32610, 1.16857, 0, 0.
"neon", 70, 3, 0, 11, 1600355174.131654199, 1600355173.000000000, 39.7945290, -105.1537506, 0., 1711.700, 1690.200, 0., 16.387000, 283.140000000, 0.00000, 0.68386, 283.13991, 20.00000, 2.41960, 1.17602, 0, 0.
"neon", 71, 3, 0, 11, 1600355175.131666006, 1600355174.000000000, 39.7945508, -105.1538468, 0., 1711.900, 1690.400, 0., 16.957000, 289.040000000, 0.00000, 1.01840, 289.03849, 20.00000, 2.43520, 1.24159, 0, 0.
"neon", 72, 3, 0, 11, 1600355176.130913973, 1600355175.000000000, 39.7945820, -105.1539423, 0., 1711.800, 1690.300, 0., 17.441000, 295.700000000, 0.00000, 0.87541, 295.70091, 20.00000, 2.26012, 1.30717, 0, 0.
"neon", 73, 3, 0, 11, 1600355177.131574663, 1600355176.000000000, 39.7946221, -105.1540351, 0., 1711.400, 1689.900, 0., 18.126000, 302.540000000, 0.00000, 0.58601, 302.53985, 20.00000, 2.08226, 1.49500, 0, 0.
"neon", 74, 3, 0, 11, 1600355178.134575264, 1600355177.000000000, 39.7946718, -105.1541278, 0., 1711.600, 1690.100, 0., 18.877000, 306.490000000, 0.00000, 0.73719, 306.48862, 20.00000, 1.87186, 1.07221, 0, 0.
"neon", 75, 3, 0, 11, 1600355179.134724313, 1600355178.000000000, 39.7947248, -105.1542203, 0., 1711.200, 1689.700, 0., 19.412000, 308.020000000, 0.00000, 0.78700, 308.01576, 20.00000, 1.77556, 1.06860, 0, 0.
"neon", 76, 3, 0, 11, 1600355180.134525303, 1600355179.000000000, 39.7947810, -105.1543128, 0., 1710.900, 1689.400, 0., 19.829000, 308.530000000, 0.00000, 0.90977, 308.53192, 20.00000, 1.71339, 1.08176, 0, 0.
"neon", 77, 3, 0, 11, 1600355181.132930313, 1600355180.000000000, 39.7948386, -105.1544058, 0., 1710.800, 1689.300, 0., 20.113000, 309.060000000, 0.00000, 1.10414, 309.05828, 20.00000, 1.70993, 1.35240, 0, 0.
"neon", 78, 3, 0, 11, 1600355182.134670748, 1600355181.000000000, 39.7948975, -105.1544996, 0., 1710.800, 1689.300, 0., 20.287000, 309.030000000, 0.00000, 1.22226, 309.02657, 20.00000, 1.69279, 1.22878, 0, 0.
"neon", 79, 3, 0, 11, 1600355183.134131325, 1600355182.000000000, 39.7949555, -105.1545960, 0., 1710.700, 1689.200, 0., 20.486000, 306.630000000, 0.00000, 1.21017, 306.63434, 20.00000, 1.68621, 1.31240, 0, 0.
"neon", 80, 3, 0, 11, 1600355184.134459645, 1600355183.000000000, 39.7950091, -105.1546983, 0., 1710.900, 1689.400, 0., 20.641000, 300.520000000, 0.00000, 1.29413, 300.51532, 20.00000, 1.66302, 1.01666, 0, 0.
"neon", 81, 3, 0, 11, 1600355185.131578866, 1600355184.000000000, 39.7950535, -105.1548085, 0., 1711.000, 1689.500, 0., 20.686000, 293.950000000, 0.00000, 1.30192, 293.95113, 20.00000, 1.71009, 0.98951, 0, 0.
"neon", 82, 3, 0, 11, 1600355186.134345654, 1600355185.000000000, 39.7950881, -105.1549240, 0., 1711.300, 1689.800, 0., 20.678000, 287.510000000, 0.00000, 1.27943, 287.50731, 20.00000, 1.76499, 0.94536, 0, 0.
