HOSTNAME, OBSERVATION, CLOCK, TIME, LATITUDE, LONGITUDE, HORIZONTAL, MSL, WGS84, VERTICAL, SPEED, COURSE
"gypsum", 1, 1592233804.369430940, 1592233804.000000000, 39.7943986, -105.1533833, 0.0, 0.000, 0.000, 0.0, 0.038000, 0.000000000
"gypsum", 2, 1592233804.370809134, 1592233804.000000000, 39.7943986, -105.1533833, 0.0, 1709.500, 1688.000, 0.0, 0.038000, 0.000000000
"gypsum", 3, 1592233804.376409002, 1592233804.000000000, 39.7943986, -105.1533833, 0.0, 1709.500, 1688.000, 0.0, 0.038000, 0.000000000
"gypsum", 4, 1592233805.351661180, 1592233805.000000000, 39.7943991, -105.1533826, 0.0, 1709.500, 1688.000, 0.0, 0.012000, 0.000000000
"gypsum", 5, 1592233805.352607680, 1592233805.000000000, 39.7943991, -105.1533826, 0.0, 1709.500, 1688.000, 0.0, 0.012000, 0.000000000
"gypsum", 6, 1592233805.361402404, 1592233805.000000000, 39.7943991, -105.1533826, 0.0, 1709.500, 1688.000, 0.0, 0.012000, 0.000000000
"gypsum", 7, 1592233806.351653487, 1592233806.000000000, 39.7943995, -105.1533823, 0.0, 1709.500, 1688.000, 0.0, 0.015000, 0.000000000
"gypsum", 8, 1592233806.352639029, 1592233806.000000000, 39.7943995, -105.1533823, 0.0, 1709.500, 1688.000, 0.0, 0.015000, 0.000000000
"gypsum", 9, 1592233806.357417275, 1592233806.000000000, 39.7943995, -105.1533823, 0.0, 1709.500, 1688.000, 0.0, 0.015000, 0.000000000
"gypsum", 10, 1592233807.353742844, 1592233807.000000000, 39.7943996, -105.1533818, 0.0, 1709.500, 1688.000, 0.0, 0.021000, 0.000000000
"gypsum", 11, 1592233807.354647998, 1592233807.000000000, 39.7943996, -105.1533818, 0.0, 1709.600, 1688.100, 0.0, 0.021000, 0.000000000
"gypsum", 12, 1592233807.359469197, 1592233807.000000000, 39.7943996, -105.1533818, 0.0, 1709.600, 1688.100, 0.0, 0.021000, 0.000000000
"gypsum", 13, 1592233808.352619996, 1592233808.000000000, 39.7944001, -105.1533815, 0.0, 1709.600, 1688.100, 0.0, 0.012000, 0.000000000
"gypsum", 14, 1592233808.353777978, 1592233808.000000000, 39.7944001, -105.1533815, 0.0, 1709.600, 1688.100, 0.0, 0.012000, 0.000000000
"gypsum", 15, 1592233808.358430299, 1592233808.000000000, 39.7944001, -105.1533815, 0.0, 1709.600, 1688.100, 0.0, 0.012000, 0.000000000
"gypsum", 16, 1592233809.341556702, 1592233809.000000000, 39.7944005, -105.1533813, 0.0, 1709.600, 1688.100, 0.0, 0.020000, 0.000000000
"gypsum", 17, 1592233809.342694010, 1592233809.000000000, 39.7944005, -105.1533813, 0.0, 1709.700, 1688.200, 0.0, 0.020000, 0.000000000
"gypsum", 18, 1592233809.347363094, 1592233809.000000000, 39.7944005, -105.1533813, 0.0, 1709.700, 1688.200, 0.0, 0.020000, 0.000000000
"gypsum", 19, 1592233810.349893763, 1592233810.000000000, 39.7944006, -105.1533808, 0.0, 1709.700, 1688.200, 0.0, 0.013000, 0.000000000
"gypsum", 20, 1592233810.350803177, 1592233810.000000000, 39.7944006, -105.1533808, 0.0, 1709.800, 1688.300, 0.0, 0.013000, 0.000000000
"gypsum", 21, 1592233810.354393689, 1592233810.000000000, 39.7944006, -105.1533808, 0.0, 1709.800, 1688.300, 0.0, 0.013000, 0.000000000
"gypsum", 22, 1592233811.344510524, 1592233811.000000000, 39.7944006, -105.1533801, 0.0, 1709.800, 1688.300, 0.0, 0.010000, 0.000000000
"gypsum", 23, 1592233811.347693089, 1592233811.000000000, 39.7944006, -105.1533801, 0.0, 1709.800, 1688.300, 0.0, 0.010000, 0.000000000
"gypsum", 24, 1592233811.350652159, 1592233811.000000000, 39.7944006, -105.1533801, 0.0, 1709.800, 1688.300, 0.0, 0.010000, 0.000000000
"gypsum", 25, 1592233812.350694855, 1592233812.000000000, 39.7944008, -105.1533796, 0.0, 1709.800, 1688.300, 0.0, 0.034000, 0.000000000
