HOSTNAME, OBSERVATION, CLOCK, TIME, LATITUDE, LONGITUDE, HORIZONTAL, MSL, WGS84, VERTICAL, SPEED, COURSE
"gypsum", 1, 1591801985.383421788, 1591801985.000000000, 39.7943768, -105.1533055, 0.0000, 0.0000, 0.0000, 0.0000, 0.042000, 0.000000000
"gypsum", 2, 1591801985.385531949, 1591801985.000000000, 39.7943768, -105.1533055, 0.0000, 1719.2000, 1698.7000, 0.0000, 0.042000, 0.000000000
"gypsum", 3, 1591801985.395366165, 1591801985.000000000, 39.7943768, -105.1533055, 0.0000, 1719.2000, 1698.7000, 0.0000, 0.042000, 0.000000000
"gypsum", 4, 1591801986.375948585, 1591801986.000000000, 39.7943766, -105.1533058, 0.0000, 1719.4000, 1698.9000, 0.0000, 0.024000, 0.000000000
"gypsum", 5, 1591801986.379420890, 1591801986.000000000, 39.7943766, -105.1533058, 0.0000, 1719.4000, 1698.9000, 0.0000, 0.024000, 0.000000000
"gypsum", 6, 1591801987.394779931, 1591801987.000000000, 39.7943765, -105.1533065, 0.0000, 1719.4000, 1698.9000, 0.0000, 0.100000, 0.000000000
"gypsum", 7, 1591801987.395594298, 1591801987.000000000, 39.7943765, -105.1533065, 0.0000, 1719.5000, 1698.10000, 0.0000, 0.100000, 0.000000000
"gypsum", 8, 1591801987.402415496, 1591801987.000000000, 39.7943765, -105.1533065, 0.0000, 1719.5000, 1698.10000, 0.0000, 0.100000, 0.000000000
"gypsum", 9, 1591801988.382795581, 1591801988.000000000, 39.7943763, -105.1533071, 0.0000, 1719.5000, 1698.10000, 0.0000, 0.075000, 0.000000000
"gypsum", 10, 1591801988.383638514, 1591801988.000000000, 39.7943763, -105.1533071, 0.0000, 1719.7000, 1698.12000, 0.0000, 0.075000, 0.000000000
"gypsum", 11, 1591801988.391471804, 1591801988.000000000, 39.7943763, -105.1533071, 0.0000, 1719.7000, 1698.12000, 0.0000, 0.075000, 0.000000000
"gypsum", 12, 1591801989.378654928, 1591801989.000000000, 39.7943766, -105.1533076, 0.0000, 1719.7000, 1698.12000, 0.0000, 0.310000, 0.000000000
"gypsum", 13, 1591801989.379547799, 1591801989.000000000, 39.7943766, -105.1533076, 0.0000, 1719.8000, 1698.13000, 0.0000, 0.310000, 0.000000000
"gypsum", 14, 1591801989.386405175, 1591801989.000000000, 39.7943766, -105.1533076, 0.0000, 1719.8000, 1698.13000, 0.0000, 0.310000, 0.000000000
"gypsum", 15, 1591801990.380729587, 1591801990.000000000, 39.7943768, -105.1533076, 0.0000, 1719.8000, 1698.13000, 0.0000, 0.018000, 0.000000000
"gypsum", 16, 1591801990.381602972, 1591801990.000000000, 39.7943768, -105.1533076, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.018000, 0.000000000
"gypsum", 17, 1591801990.388609183, 1591801990.000000000, 39.7943768, -105.1533076, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.018000, 0.000000000
"gypsum", 18, 1591801991.402865825, 1591801991.000000000, 39.7943761, -105.1533076, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.008000, 0.000000000
"gypsum", 19, 1591801991.403707221, 1591801991.000000000, 39.7943761, -105.1533076, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.008000, 0.000000000
"gypsum", 20, 1591801991.409501799, 1591801991.000000000, 39.7943761, -105.1533076, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.008000, 0.000000000
"gypsum", 21, 1591801992.389830830, 1591801992.000000000, 39.7943760, -105.1533075, 0.0000, 1719.9000, 1698.14000, 0.0000, 0.037000, 0.000000000
"gypsum", 22, 1591801992.390650226, 1591801992.000000000, 39.7943760, -105.1533075, 0.0000, 1720.0000, 1699.5000, 0.0000, 0.037000, 0.000000000
"gypsum", 23, 1591801992.394645723, 1591801992.000000000, 39.7943760, -105.1533075, 0.0000, 1720.0000, 1699.5000, 0.0000, 0.037000, 0.000000000
"gypsum", 24, 1591801993.389857907, 1591801993.000000000, 39.7943756, -105.1533075, 0.0000, 1720.0000, 1699.5000, 0.0000, 0.039000, 0.000000000
"gypsum", 25, 1591801993.390687779, 1591801993.000000000, 39.7943756, -105.1533075, 0.0000, 1720.1000, 1699.6000, 0.0000, 0.039000, 0.000000000
"gypsum", 26, 1591801993.394676502, 1591801993.000000000, 39.7943756, -105.1533075, 0.0000, 1720.1000, 1699.6000, 0.0000, 0.039000, 0.000000000
"gypsum", 27, 1591801994.382921446, 1591801994.000000000, 39.7943748, -105.1533081, 0.0000, 1720.1000, 1699.6000, 0.0000, 0.007000, 0.000000000
"gypsum", 28, 1591801994.383776183, 1591801994.000000000, 39.7943748, -105.1533081, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.007000, 0.000000000
"gypsum", 29, 1591801994.389603308, 1591801994.000000000, 39.7943748, -105.1533081, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.007000, 0.000000000
"gypsum", 30, 1591801995.380869862, 1591801995.000000000, 39.7943736, -105.1533086, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.044000, 0.000000000
"gypsum", 31, 1591801995.381734236, 1591801995.000000000, 39.7943736, -105.1533086, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.044000, 0.000000000
"gypsum", 32, 1591801995.388645043, 1591801995.000000000, 39.7943736, -105.1533086, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.044000, 0.000000000
"gypsum", 33, 1591801996.378979614, 1591801996.000000000, 39.7943725, -105.1533093, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.020000, 0.000000000
"gypsum", 34, 1591801996.380826048, 1591801996.000000000, 39.7943725, -105.1533093, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.020000, 0.000000000
"gypsum", 35, 1591801996.386551483, 1591801996.000000000, 39.7943725, -105.1533093, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.020000, 0.000000000
"gypsum", 36, 1591801997.376980621, 1591801997.000000000, 39.7943713, -105.1533098, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.009000, 0.000000000
"gypsum", 37, 1591801997.377778436, 1591801997.000000000, 39.7943713, -105.1533098, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.009000, 0.000000000
"gypsum", 38, 1591801997.380966690, 1591801997.000000000, 39.7943713, -105.1533098, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.009000, 0.000000000
"gypsum", 39, 1591801998.385007284, 1591801998.000000000, 39.7943706, -105.1533100, 0.0000, 1720.2000, 1699.7000, 0.0000, 0.008000, 0.000000000
"gypsum", 40, 1591801998.386885357, 1591801998.000000000, 39.7943706, -105.1533100, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.008000, 0.000000000
"gypsum", 41, 1591801998.391629430, 1591801998.000000000, 39.7943706, -105.1533100, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.008000, 0.000000000
"gypsum", 42, 1591801999.390907583, 1591801999.000000000, 39.7943701, -105.1533100, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.010000, 0.000000000
"gypsum", 43, 1591801999.391813514, 1591801999.000000000, 39.7943701, -105.1533100, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.010000, 0.000000000
"gypsum", 44, 1591801999.396828926, 1591801999.000000000, 39.7943701, -105.1533100, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.010000, 0.000000000
"gypsum", 45, 1591802000.375909097, 1591802000.000000000, 39.7943700, -105.1533096, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.060000, 0.000000000
"gypsum", 46, 1591802000.376839892, 1591802000.000000000, 39.7943700, -105.1533096, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.060000, 0.000000000
"gypsum", 47, 1591802000.381729238, 1591802000.000000000, 39.7943700, -105.1533096, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.060000, 0.000000000
"gypsum", 48, 1591802001.391026621, 1591802001.000000000, 39.7943698, -105.1533093, 0.0000, 1720.3000, 1699.8000, 0.0000, 0.038000, 0.000000000
"gypsum", 49, 1591802001.391857750, 1591802001.000000000, 39.7943698, -105.1533093, 0.0000, 1720.4000, 1699.9000, 0.0000, 0.038000, 0.000000000
